Gene,expression
RBM18,0.226999544
MRRF,0.173390064
PDCL,0.183523919
RC3H2,0.379647704
ZBTB6,0.062220247
ZBTB26,0.114734904
RABGAP1,0.229880687
STRBP,0.348354065
DENND1A,0.103532357
NEK6,0.12000703
PSMB7,1.059745384
NR6A1,0.116920293
RPL35,14.44267112
ARPC5L,0.939898855
SCAI,0.029921486
PPP6C,0.18831611
RABEPK,0.024671854
HSPA5,2.105482718
GAPVD1,0.076492462
MAPKAP1,0.145815655
PBX3,0.12919991
MVB12B,0.028893429
ZBTB43,0.116329151
ZBTB34,0.05195779
RALGPS1,0.279244347
SLC2A8,0.022292183
ZNF79,0.029921486
RPL12,18.09428505
LRSAM1,0.278334307
FAM129B,0.73080563
PTRH1,0.030454303
TOR2A,0.046823575
CDK9,0.017243282
FPGS,0.02865489
ENG,0.019139489
AK1,0.684066063
ST6GALNAC6,1.288902799
ST6GALNAC4,0.104219277
DPM2,0.209679771
FAM102A,0.379706795
SLC25A25,0.104622278
RP11-395P17.11,0.25609789
RP11-395P17.3,0.110131371
PTGES2,0.182532106
LCN2,1.683027127
C9orf16,1.34702278
CIZ1,0.112241803
GOLGA2,0.574284861
SWI5,0.283223826
TRUB2,0.285841025
COQ4,1.01084581
SLC27A4,0.2271234
URM1,0.197693022
CERCAM,0.005987909
GLE1,0.15675887
SPTAN1,0.948924957
WDR34,0.18123882
SET,1.083945671
ZDHHC12,1.014793051
RP11-545E17.3,0.083699659
ZER1,0.359729449
TBC1D13,0.068120026
ENDOG,0.436850636
C9orf114,0.036201412
LRRC8A,0.413328238
SH3GLB2,0.481649758
FAM73B,0.064620398
DOLPP1,0.022082056
CRAT,0.393590473
PPP2R4,0.234009594
IER5L,0.334685603
NTMT1,0.264284103
TOR1B,0.083537724
TOR1A,0.020378833
C9orf78,0.725549937
FNBP1,0.332266237
GPR107,0.121396654
HMCN2,0.059908757
ASS1,1.105177127
FUBP3,0.119214918
EXOSC2,0.014457432
ABL1,0.10061703
FIBCD1,0.008282534
NUP214,0.294772877
PRRC2B,0.157049349
POMT1,0.261081237
UCK1,0.277157136
RAPGEF1,0.385679032
MED27,0.017846128
SETX,0.572124871
TTF1,0.481578987
DDX31,0.008282534
AK8,0.009340487
TSC1,0.038092419
GTF3C5,0.212309254
CEL,0.019045588
RALGDS,0.229581989
GBGT1,0.025712805
SURF6,0.133477581
MED22,0.023089143
RPL7A,15.96448964
SURF1,0.72630407
SURF2,0.048506057
SURF4,0.774246495
C9orf96,0.019139489
REXO4,0.114677087
CACFD1,0.152621531
SLC2A6,0.239790099
VAV2,0.212004532
BRD3,0.130242818
WDR5,0.010401411
RXRA,0.66335045
PPP1R26-AS1,0.032002048
PPP1R26,0.041951107
MRPS2,0.176714806
CAMSAP1,0.06050346
UBAC1,0.480910651
NACC2,0.086782025
C9orf69,0.231052039
DNLZ,0.005987909
SNAPC4,0.034832305
SDCCAG3,0.038139989
PMPCA,0.057095931
INPP5E,0.036331332
SEC16A,0.270250324
NOTCH1,0.056706914
EGFL7,0.005565747
AGPAT2,1.601329994
SNHG7,0.238011956
TMEM141,4.127455909
CCDC183,0.060390405
RABL6,1.266617093
PHPT1,2.298879142
MAMDC4,0.026565223
EDF1,7.344314272
TRAF2,0.082989346
FBXW5,1.417088421
C8G,0.067170272
C9orf142,0.241073372
CLIC3,0.089394839
NPDC1,0.079257269
ENTPD2,0.055336466
SAPCD2,0.077639752
UAP1L1,0.083994087
MAN1B1,0.303100359
DPP7,0.061234646
LRRC26,0.047300582
ANAPC2,0.008282534
SSNA1,1.363760528
TPRN,1.091381309
TMEM203,0.11458925
RNF208,0.017607122
TUBB4B,5.260956283
NELFB,0.246791304
TOR4A,0.195360814
NRARP,1.245410446
EXD3,0.744823705
NOXA1,0.009563594
ENTPD8,0.456608634
NSMF,0.088822511
PNPLA7,0.133744003
MRPL41,2.230313793
DPH7,0.066397276
ARRDC1,0.868815714
C9orf37,0.04042282
EHMT1,0.19528729
ZMYND11,0.255302575
PRR26,0.056791056
RP11-809C18.4,0.093689102
LARP4B,0.700719548
GTPBP4,0.114035637
IDI1,0.499191162
PFKP,0.551977546
PITRM1,0.175909629
KLF6,5.099680429
AKR1C1,0.063796811
AKR1C2,0.091200934
AKR1C3,3.205601692
TUBAL3,0.034462009
NET1,1.294283927
ASB13,0.138132515
FAM208B,0.296798659
GDI2,1.828479133
ANKRD16,0.076144218
FBXO18,0.192876456
IL2RA,0.019139489
RBM17,1.322398081
PFKFB3,0.015967158
SFMBT2,0.037736988
KIN,0.430389076
ATP5C1,3.363630353
TAF3,0.198729987
CELF2,0.099741873
USP6NL,0.269016941
UPF2,0.687435772
DHTKD1,0.2867688
SEC61A2,0.083836351
NUDT5,0.331774824
CDC123,0.315356399
CAMK1D,0.856220219
OPTN,2.225921519
PHYH,0.835679148
SEPHS1,0.108989578
BEND7,0.325455716
PRPF18,0.137980644
FAM107B,0.707017489
HSPA14,0.119117935
DCLRE1C,0.005565747
RPP38,0.376981659
NMT2,0.437620935
FAM171A1,0.1134228
FAM188A,0.090802484
PTER,0.540399113
RSU1,0.302524804
TRDMT1,0.008282534
VIM,0.009563594
PTPLA,0.005987909
STAM,0.208544239
TMEM236,0.024898414
TMEM236-ENSG00000184040,0.028471266
CACNB2,0.005565747
RP11-499P20.2,0.119889677
NSUN6,0.020856275
ARL5B,0.094126982
PLXDC2,0.311777586
NEBL,0.407760998
NEBL-AS1,0.019139489
MLLT10,0.048635327
DNAJC1,0.503514352
COMMD3,0.412198172
BMI1,0.0472386
PIP4K2A,0.198006166
MSRB2,1.342637168
OTUD1,0.253421828
KIAA1217,0.703330216
ARHGAP21,0.64206352
THNSL1,0.123007851
APBB1IP,0.044743331
PDSS1,0.285393238
ABI1,0.690754113
ANKRD26,0.235041593
YME1L1,0.907151705
ACBD5,0.171566118
RAB18,0.819942783
MPP7,0.232567685
WAC-AS1,0.442901576
WAC,0.935253197
PTCHD3P1,0.17313053
SVIL,0.15576863
MTPAP,0.112102817
MAP3K8,0.148306803
ARHGAP12,0.448967454
KIF5B,1.662886143
EPC1,1.00588039
CCDC7,0.03213097
RP11-479G22.8,0.04114549
ITGB1,2.087616417
NRP1,0.136613748
PARD3,0.23257221
CUL2,0.222103653
RP11-297A16.2,0.182215743
CREM,0.173035543
CCNY,0.226068714
NAMPTL,0.053177912
ZNF248,0.034714508
ZNF33A,0.167535822
ZNF37A,0.029370301
ZNF33B,0.415800486
BMS1,0.044540976
CSGALNACT2,0.119686464
HNRNPF,0.861357622
RP11-517P14.2,0.009340487
ZNF32,0.156482305
RASSF4,0.033390319
C10orf10,0.041915364
ZNF22,0.231460354
Mar-08,0.100865251
ZFAND4,0.020019218
FAM21C,0.373130937
GPRIN2,0.087540332
RP11-292F22.7,0.033390319
MAPK8,0.03047294
C10orf128,0.019139489
ERCC6,0.057443098
NCOA4,0.666127321
TIMM23,0.372285463
FAM21A,0.195682086
SGMS1,0.014906234
A1CF,2.350652895
PRKG1,0.288229456
CSTF2T,0.045165493
ZWINT,0.120113863
IPMK,0.280382193
CISD1,0.700139131
UBE2D1,0.551622536
TFAM,0.347953056
SLC16A9,0.251302688
CCDC6,0.585724723
ANK3,0.806578109
RP11-388P9.2,0.020856275
ARID5B,0.046647922
NRBF2,0.505238842
JMJD1C,1.503231691
REEP3,0.628192101
DNAJC12,0.100660332
SIRT1,0.078274124
HERC4,0.547424153
PBLD,0.351394134
HNRNPH3,2.105043087
RUFY2,0.131596344
SLC25A16,0.170418322
CCAR1,0.483319677
DDX50,0.103574215
DDX21,0.63147186
KIAA1279,0.159305582
SRGN,0.014270443
VPS26A,0.83465625
SUPV3L1,0.010401411
HKDC1,0.163526949
HK1,0.335108824
TSPAN15,0.486530442
C10orf35,0.050415423
RP11-242G20.1,0.135076724
H2AFY2,0.055781728
AIFM2,0.386550087
SAR1A,0.347944747
PPA1,2.645757222
LRRC20,0.013068752
EIF4EBP2,1.457502204
ADAMTS14,0.056833682
SGPL1,0.327064078
PCBD1,0.853980146
UNC5B,0.18833667
UNC5B-AS1,0.14589169
SLC29A3,0.077996955
C10orf54,0.734027853
PSAP,1.911350337
SPOCK2,0.008282534
ASCC1,0.051758086
ANAPC16,1.201320111
DDIT4,0.201951968
DNAJB12,0.380098057
MICU1,0.357664863
MCU,0.545026273
P4HA1,0.903198619
NUDT13,0.023089143
ECD,0.020549071
DNAJC9,0.091625427
MRPS16,0.819374386
ANXA7,0.567082928
PPP3CB,0.248181564
USP54,0.542400358
SEC24C,0.439581874
CHCHD1,1.304758866
ZSWIM8,0.149915201
CAMK2G,0.449496322
VCL,0.459680552
RP11-178G16.4,0.113708321
AP3M1,0.20598792
ADK,0.050745126
KAT6B,0.272443607
SAMD8,0.195785739
VDAC2,3.41591107
COMTD1,1.110532785
ZNF503-AS1,0.041342535
ZNF503,0.023089143
POLR3A,0.062826391
RPS24,21.1896724
ZMIZ1,0.507505945
PPIF,0.137919096
EIF5AL1,0.039177584
SFTPA2,0.008282534
RP11-119F19.2,0.021843897
RP11-773D16.1,0.083205499
TMEM254,0.136081969
ANXA11,3.168735635
FAM213A,0.967272741
TSPAN14,0.163171862
RP11-338I21.1,0.244293999
GHITM,2.88227477
C10orf99,6.179342445
CDHR1,0.056360118
WAPAL,0.549438335
RP11-77P6.2,0.013068752
BMPR1A,0.049470742
ADIRF,3.181285357
GLUD1,0.202933632
FAM35A,0.529667124
NUTM2A-AS1,0.151874417
LINC00863,0.005987909
MINPP1,0.038528192
PAPSS2,1.399226896
ATAD1,0.133585359
KLLN,0.274708499
PTEN,0.748224058
RNLS,0.171331825
ANKRD22,0.093967187
FAS,0.316813367
LIPA,0.066771854
IFIT2,0.054070468
IFIT3,0.384046862
IFIT1,0.162150504
IFIT5,0.051333463
PANK1,0.057322063
KIF20B,0.090695678
LINC00865,0.019139489
RPP30,0.18437962
PCGF5,0.265017289
TNKS2,0.390292489
BTAF1,0.080750018
Mar-05,0.25315244
IDE,0.097020783
MYOF,0.363508751
FFAR4,0.646511085
RBP4,0.095697443
FRA10AC1,0.127556475
SLC35G1,0.050116755
PLCE1,1.612293566
NOC3L,0.424742069
TBC1D12,0.265193186
CYP2C18,0.005565747
CYP2C9,0.017607122
PDLIM1,4.852650426
SORBS1,0.042235437
ALDH18A1,0.689452335
TCTN3,0.54279648
ENTPD1,0.056876477
CCNJ,0.081954696
BLNK,0.083205499
TM9SF3,2.151625926
PIK3AP1,0.107890537
LCOR,0.854013794
C10orf12,0.016726436
RP11-175O19.4,0.050415423
FRAT1,0.037736988
FRAT2,0.273652923
PGAM1,0.658108713
EXOSC1,0.099536379
ZDHHC16,0.075389823
MMS19,0.125371791
PI4K2A,0.027386828
AVPI1,0.450442738
MARVELD1,0.194854493
ZFYVE27,0.132190028
R3HCC1L,0.179758176
HPS1,0.552497028
GOT1,0.440407555
SLC25A28,0.141903955
ENTPD7,0.009340487
CUTC,0.109876821
COX15,0.230853691
DNMBP,0.436597732
ERLIN1,0.057859042
CHUK,0.05169608
CWF19L1,0.008282534
BLOC1S2,0.284563905
SCD,0.041604434
SEC31B,0.040996195
NDUFB8-ENSG00000166136,2.091450154
HIF1AN,0.091561518
FAM178A,0.727784651
MRPL43,0.862773982
SEMA4G,0.245347651
KAZALD1,0.296247146
BTRC,0.100546976
DPCD,0.103444169
POLL,0.115996135
FBXW4,0.313797601
NPM3,0.044910487
MGEA5,0.752564837
C10orf76,0.029623661
HPS6,0.108734766
LDB1,0.019139489
PPRC1,0.027609012
NOLC1,0.121685894
GBF1,0.270695849
NFKB2,0.094942136
FBXL15,0.392909665
CUEDC2,0.228652764
C10orf95,0.047366427
TMEM180,0.005565747
ACTR1A,0.432619059
TRIM8,0.02865489
ARL3,0.056735481
SFXN2,0.056833682
WBP1L,0.248923137
C10orf32,0.348737269
CNNM2,0.059326056
NT5C2,0.429802023
PCGF6,0.067446504
USMG5,6.021169988
PDCD11,0.165348817
NEURL1,1.201617183
SH3PXD2A,0.158715585
RP11-416N2.4,0.057603687
OBFC1,0.431596213
SLK,1.245575406
COL17A1,0.596989824
SFR1,0.026860925
GSTO1,1.11175388
GSTO2,0.138374753
XPNPEP1,0.124320682
ADD3,0.8047827
MXI1,2.318588916
SMNDC1,0.342710173
DUSP5,0.018367767
SMC3,0.505219312
RBM20,0.042235437
PDCD4-AS1,0.009563594
PDCD4,4.598553766
BBIP1,0.12390577
SHOC2,0.615470467
ADRA2A,0.552929043
GPAM,0.008469523
ACSL5,1.547485598
ZDHHC6,0.388661197
VTI1A,0.196052456
TCF7L2,2.250655542
RP11-57H14.2,0.019139489
CASP7,1.514872937
PLEKHS1,0.093456825
DCLRE1A,0.189064417
NHLRC2,0.008282534
ADRB1,0.03047294
C10orf118,1.433096054
TDRD1,0.013061105
AFAP1L2,0.110639051
ABLIM1,0.195994792
FAM160B1,0.073425752
TRUB1,0.005565747
RP11-539I5.1,0.118731003
KIAA1598,0.595349199
PDZD8,0.283058991
RAB11FIP2,0.051225309
FAM204A,0.462946114
CACUL1,0.121383919
EIF3A,1.019025957
FAM45A,0.33733404
SFXN4,0.210642573
PRDX3,0.884804178
RGS10,0.035487233
TIAL1,0.342010221
BAG3,0.185705845
INPP5F,0.020019218
MCMBP,0.188825502
SEC23IP,0.142795195
WDR11,0.276806066
FGFR2,0.280331913
ATE1,0.180739681
NSMCE4A,0.158324379
TACC2,0.402785087
PLEKHA1,0.281386443
DMBT1,5.78089821
PSTK,0.063827033
IKZF5,0.011442485
ACADSB,0.039604519
BUB3,0.851115797
OAT,0.277525582
LHPP,0.137541845
FAM53B,0.015551503
METTL10,0.177725523
FAM175B,0.117637929
ZRANB1,0.164317111
CTBP2,0.422449492
EDRF1,0.106561091
UROS,0.07784617
BCCIP,0.182961965
DHX32,0.427779692
ADAM12,0.009340487
DOCK1,0.039604519
CLRN3,1.116348515
PTPRE,0.119246852
MKI67,0.017119403
MGMT,0.679246994
GLRX3,0.382333272
PPP2R2D,0.307330292
STK32C,0.008282534
PWWP2B,0.257482373
TUBGCP2,0.327386584
ZNF511,0.237869726
PRAP1,0.726960737
FUOM,0.514090377
ECHS1,2.473395501
PAOX,0.066482289
RP11-108K14.8,0.010401411
MTG1,0.033390319
BET1L,0.130776766
RIC8A,0.498267206
SIRT3,0.070222236
PSMD13,0.550487895
IFITM2,1.849825684
IFITM1,0.066987734
IFITM3,2.384692628
PKP3,1.596366524
SIGIRR,0.460344792
ANO9,0.379739119
PTDSS2,0.032140286
RNH1,1.398886081
HRAS,0.303056341
C11orf35,0.09256524
RASSF7,1.195890027
MIR210HG,0.280416541
PHRF1,0.105952424
IRF7,0.346503198
CDHR5,5.006620305
DEAF1,0.040526995
EPS8L2,0.96908578
TMEM80,0.285105689
TALDO1,2.363286934
PDDC1,0.029921486
AP006621.5,0.029921486
PIDD,0.080478323
RPLP2,20.26496802
PNPLA2,1.127285354
EFCAB4A,0.070933866
CD151,1.187228329
POLR2L,2.965449651
RP11-1391J7.1,0.029921486
CHID1,0.177008803
AP2A2,0.19710102
MUC2,1.13864287
MUC5B,1.081809342
TOLLIP,0.292261636
MOB2,0.252369923
DUSP8,0.024898414
KRTAP5-AS1,0.020241604
CTSD,3.494015421
TNNI2,0.008282534
LSP1,0.037736988
MRPL23,1.996751405
CD81,0.426222651
TSSC4,0.553793756
KCNQ1,0.200479755
KCNQ1OT1,0.148705201
SLC22A18AS,1.035240146
SLC22A18,2.29697179
PHLDA2,3.68416845
NAP1L4,0.371634024
CARS,0.071633284
ZNF195,0.029178338
NUP98,0.059513257
PGAP2,0.041342535
RHOG,0.588205737
AC090587.5,0.008282534
STIM1,0.016726436
RRM1,0.02522158
TRIM21,0.058752612
TRIM68,0.006530553
AC015691.13,0.051108022
TRIM5,0.050415423
TRIM22,0.098008468
FAM160A2,0.397095236
PRKCDBP,0.017541565
SMPD1,0.361494371
TRIM3,0.033087971
ARFIP2,0.231873604
TIMM10B,0.085004758
DNHD1,0.020241604
RRP8,0.145793104
ILK,0.86642116
TAF10,0.861255648
TPP1,0.257827715
MRPL17,0.379703316
PPFIBP2,0.306970389
CYB5R2,0.02002318
EIF3F,1.461529558
RPL27A,20.51625425
ST5,0.260703458
AKIP1,0.056853516
TMEM9B,0.813331515
TMEM41B,0.437744104
IPO7,0.118474863
ZNF143,0.088395439
WEE1,0.074764823
SWAP70,0.216181183
SBF2,0.195393605
ADM,0.563637737
MTRNR2L8,0.743498924
RNF141,0.194380978
CTR9,0.272518748
EIF4G2,2.357842316
ZBED5,0.210335919
ZBED5-AS1,0.119337542
USP47,0.295853646
MICAL2,0.894420285
MICALCL,0.085043892
PARVA,0.097488101
TEAD1,0.379869002
ARNTL,0.098008468
BTBD10,0.132710188
FAR1,0.587193427
RRAS2,0.242513931
COPB1,0.88155447
PSMA1,1.442807622
PDE3B,0.130420793
CYP2R1,0.039815578
SOX6,0.148705201
C11orf58,0.895577308
PLEKHA7,0.022905519
RPS13,13.79641299
PIK3C2A,0.131056975
NUCB2,0.254021347
NCR3LG1,0.008469523
RP1-239B22.5,0.040284582
USH1C,1.640390115
SERGEF,0.050079987
TPH1,0.04171255
SAAL1,0.091167059
SAA4,0.008282534
SAA2,0.013848281
SAA1,0.086518623
HPS5,0.190915194
GTF2H1,0.153571512
LDHA,5.212136214
LDHC,0.033616609
TSG101,0.630835771
UEVLD,0.330370885
SPTY2D1,0.368625853
IGSF22,0.075133857
ZDHHC13,0.244869217
HTATIP2,1.18718489
ANO5,0.100660332
FANCF,0.167882448
SVIP,0.580102867
LUZP2,0.295180193
CCDC34,0.326631878
LGR4,0.247782813
LIN7C,0.28236023
BDNF-AS,0.093689102
METTL15,0.134778827
ARL14EP,0.223322649
DNAJC24,0.097212528
IMMP1L,0.09183247
ELP4,0.008469523
RCN1,0.176315103
EIF3M,1.129735039
PRRG4,0.266531935
QSER1,0.337663166
CSTF3,0.095173558
HIPK3,0.531170132
CD59,2.024230558
FBXO3,0.265220714
LMO2,0.020241604
CAPRIN1,0.472336009
CAT,0.845593686
EHF,0.47938291
APIP,0.428222671
PDHX,0.118879185
CD44,0.243696231
TRIM44,0.211256188
COMMD9,0.184890519
PRR5L,1.121082126
TRAF6,0.188249435
RAG1,0.026974536
C11orf74,0.046477232
API5,0.244029667
TTC17,0.273359873
HSD17B12,0.676765159
ALKBH3,0.187746664
ACCS,0.146992401
EXT2,0.164275201
CD82,0.200070232
TP53I11,0.169731159
SYT13,0.047366427
CTD-2210P24.4,0.009563594
SLC35C1,0.494200045
CRY2,0.243387899
PEX16,0.21217419
PHF21A,0.038139989
CREB3L1,0.691302676
DGKZ,0.292054998
MDK,4.695265721
AMBRA1,0.026990845
HARBI1,0.029921486
ATG13,0.046711238
ARHGAP1,0.1542855
ZNF408,0.056705752
CKAP5,0.119936809
LRP4,0.205492717
C11orf49,0.194392819
ARFGAP2,0.311901464
DDB2,0.005565747
ACP2,0.143933779
NR1H3,0.028703083
MADD,0.184389503
SLC39A13,0.009340487
PSMC3,0.869436367
CELF1,0.614125134
NDUFS3,1.621162939
PTPMT1,0.152378654
KBTBD4,0.056833682
MTCH2,0.936620378
FNBP4,0.626677741
PTPRJ,0.317263768
FOLH1,0.165343915
TNKS1BP1,0.112370215
SSRP1,0.178132415
SLC43A1,0.020802823
TIMM10,0.361072406
UBE2L6,0.187347852
CLP1,0.100400288
ZDHHC5,0.216854564
MED19,0.390216736
TMX2,0.485137376
C11orf31,1.718490138
CTNND1,1.812235345
ZFP91,0.107464148
AP001258.4,0.008282534
FAM111A,0.390700609
DTX4,0.331969582
OSBP,0.315373709
PATL1,0.17811205
STX3,0.564319116
MRPL16,0.691371819
TCN1,0.022171769
MS4A8,0.419017626
CCDC86,0.024705236
PRPF19,0.130341158
TMEM109,0.040609809
TMEM132A,0.029921486
CD5,0.009563594
VPS37C,0.122193978
DDB1,0.178929887
DAK,0.149358197
CYB561A3,0.378498556
TMEM138,0.102872216
CPSF7,0.110196085
SDHAF2,0.443354647
SYT7,0.05583847
DAGLA,0.034714508
MYRF,0.126711551
TMEM258,1.981970727
FEN1,0.005987909
BEST1,0.020019218
FTH1,127.5311056
AP003733.1,0.017243282
SCGB2A1,0.120407388
SCGB1D2,0.055114638
ASRGL1,0.121965133
AHNAK,2.280037635
EEF1G,0.04939348
TUT1,0.04114549
MTA2,0.032002048
EML3,0.029178338
B3GAT3,0.300288848
GANAB,0.277111173
INTS5,0.017846128
C11orf48,0.776624218
METTL12,0.268369682
C11orf83,0.739861745
UBXN1,1.597099864
HNRNPUL2,0.533762768
TTC9C,0.159664538
POLR2G,0.759436561
TAF6L,0.010401411
TMEM223,0.075962672
RP11-727F15.12,0.005987909
TMEM179B,1.385343927
NXF1,0.05169608
STX5,0.101675319
RP11-727F15.9,0.011553656
WDR74,0.080983036
SLC3A2,0.375893475
RARRES3,2.523536022
HRASLS2,0.220635496
PLA2G16,0.206713872
ATL3,0.198915823
RTN3,0.913332394
MARK2,0.637629498
NAA40,0.039158707
COX8A,6.808220417
OTUB1,0.792714866
MACROD1,0.17084262
STIP1,0.603006404
FERMT3,0.118341078
TRPT1,0.309341412
NUDT22,0.45802104
DNAJC4,0.104506658
VEGFB,0.057150622
FKBP2,2.453455674
PPP1R14B,1.00540409
RP11-783K16.5,0.065458562
PLCB3,0.217600412
BAD,0.573727558
GPR137,0.130141141
ESRRA,0.896959592
TRMT112,0.582739463
PRDX5,4.167138753
CCDC88B,0.120395201
RPS6KA4,0.153835959
SF1,0.972375669
AP001462.6,0.011442485
MAP4K2,0.009563594
CDC42BPG,0.07393165
EHD1,0.168903293
RP11-665N17.4,0.813948744
MIR194-2,0.029921486
ATG2A,0.140977444
BATF2,0.089571432
ARL2,0.514670177
SAC3D1,0.025712805
NAALADL1,0.050894439
ZFPL1,0.216448133
VPS51,1.104944611
AP003068.9,0.008469523
TM7SF2,0.268570308
ZNHIT2,0.03830361
FAU,16.92117819
SYVN1,0.043541692
MRPL49,0.044691073
AP003068.23,0.008282534
CAPN1,0.812674892
CDC42EP2,0.100546976
DPF2,0.033390319
SLC25A45,0.005565747
FRMD8,0.133687975
NEAT1,37.42324916
AP000769.1,0.013068752
MALAT1,466.7924455
SCYL1,0.296291668
LTBP3,0.020019218
SSSCA1-AS1,0.009340487
SSSCA1,0.324781743
FAM89B,0.166892679
EHBP1L1,0.524090055
MAP3K11,1.124251777
PCNXL3,0.045508058
RELA,0.338992153
KAT5,0.166287748
RNASEH2C,0.267702822
AP5B1,0.028008533
OVOL1,0.253444382
CFL1,21.69156774
MUS81,0.08988366
FIBP,0.398364973
CCDC85B,0.131957478
C11orf68,0.150674692
DRAP1,0.892534426
SART1,0.222219571
EIF1AD,0.039261973
BANF1,0.932896404
SF3B2,1.043313627
RP11-755F10.1,0.038769307
KLC2,0.167472733
RAB1B,1.174676862
RP11-867G23.4,0.013068752
CNIH2,0.111607143
YIF1A,0.610598575
RIN1,0.077338825
BRMS1,0.352407313
B3GNT1,0.053177912
RP11-867G23.8,0.047366427
SLC29A2,0.008282534
MRPL11,0.467573952
CTD-3074O7.5,0.046531634
DPP3,0.20912251
ZDHHC24,0.243345577
CCS,0.169833026
RBM14,0.48422879
RBM4,0.179076932
RBM4B,0.174010618
C11orf80,0.074728129
RCE1,0.0856743
PC,0.021351286
LRFN4,0.234108688
C11orf86,0.747848246
RHOD,0.084766358
KDM2A,0.28287057
ADRBK1,0.337359061
ANKRD13D,0.09811617
SSH3,0.142022817
POLD4,4.728826927
CLCF1,0.013068752
RAD9A,0.248211399
PPP1CA,1.60599089
RPS6KB2,0.53147841
PTPRCAP,0.005987909
CORO1B,2.016424874
TMEM134,0.778318962
AIP,0.182529038
PITPNM1,0.063955544
CDK2AP2,0.794162118
GSTP1,6.015639616
NDUFV1,1.128927512
NUDT8,0.195200007
TBX10,0.015129341
ACY3,0.195056167
RP11-119D9.1,0.038769307
UNC93B1,0.067868352
ALDH3B1,0.008282534
NDUFS8,1.668066202
TCIRG1,0.531736541
CHKA,0.218081403
SUV420H1,0.660394415
C11orf24,0.211547394
LRP5,0.183243708
PPP6R3,0.323700863
CPT1A,0.75051454
MRPL21,0.66017345
IGHMBP2,0.039287191
MYEOV,0.097280533
CCND1,0.568467857
ORAOV1,0.090041678
FADD,0.151387279
PPFIA1,0.659667678
CTTN,1.425664832
DHCR7,0.005987909
RP11-660L16.2,0.035909395
NADSYN1,0.80849217
FAM86C1,0.005987909
RNF121,0.547116765
NUMA1,0.434452627
LRTOMT,0.067024341
LAMTOR1,1.490815067
ANAPC15,0.579489132
INPPL1,0.095246873
CLPB,0.010401411
ARAP1,0.057867944
STARD10,3.038553537
ATG16L2,0.326204003
RAB6A,0.518623798
MRPL48,0.357606832
COA4,0.660069424
UCP2,0.228653837
C2CD3,0.165343915
PPME1,0.087497449
PGM2L1,0.059340437
KCNE3,0.08537213
LIPT2,0.020241604
AP001372.2,0.005987909
POLD3,0.382853286
RNF169,0.154012366
SPCS2,1.259710852
SLCO2B1,0.277859221
ARRB1,0.268912047
RPS3,21.67826279
KLHL35,0.008469523
SERPINH1,0.177390422
MOGAT2,0.179531844
UVRAG,0.071991954
WNT11,0.038278977
PRKRIR,0.185564032
RP11-111M22.3,0.05583847
C11orf30,0.071759771
LRRC32,0.05583847
TSKU,0.137210772
RP11-21L23.3,0.017662047
ACER3,0.821733202
CTD-2547H18.1,0.026974536
B3GNT6,0.144652148
CAPN5,1.307319897
PAK1,0.202867357
CLNS1A,0.303480105
AQP11,0.069389778
RSF1,0.596306402
AAMDC,0.695524174
KCTD14,0.014457432
NDUFC2,1.889840704
ALG8,0.021955068
KCTD21,0.041644456
NARS2,0.101759043
PRCP,0.005565747
RAB30,0.037736988
RAB30-AS1,0.533890359
PCF11,0.469333935
RP11-727A23.11,0.056833682
CCDC90B,0.283622003
DLG2,0.008469523
TMEM126B,0.45501175
TMEM126A,0.157305953
CREBZF,0.098032293
SYTL2,0.235663269
PICALM,0.86179542
EED,0.151429366
C11orf73,0.207836959
ME3,0.060944254
PRSS23,0.833428039
TMEM135,0.222188877
CTSC,0.835653373
CHORDC1,0.331275167
SLC36A4,0.009563594
SMCO4,0.593085979
KIAA1731,0.130661956
TAF1D,0.521732383
C11orf54,0.588745896
MED17,0.463051397
VSTM5,0.017607122
MRE11A,0.080220768
ANKRD49,0.216718166
FUT4,0.101635748
CWC15,0.606260487
ENDOD1,0.548004754
SESN3,0.180338363
FAM76B,0.082827534
CEP57,0.136888616
MTMR2,0.140628958
MAML2,0.376952163
CCDC82,0.100760693
JRKL,0.186589323
ARHGAP42,0.479556986
TMEM133,0.019045588
KIAA1377,0.097881355
YAP1,0.128772333
BIRC3,1.168442067
BIRC2,0.721281682
TMEM123,0.262485617
DCUN1D5,0.110812818
DYNC2H1,0.008469523
CASP4,0.008282534
CASP5,0.594278569
CASP1,1.017010627
CARD16,3.637975683
MSANTD4,0.032526672
KBTBD3,0.047933046
AASDHPPT,0.416114952
CWF19L2,0.311197495
ALKBH8,0.044687545
SLC35F2,0.015328396
CUL5,0.270730203
ACAT1,0.811879319
NPAT,0.226081629
ATM,0.284419178
EXPH5,0.14008571
ZC3H12C,0.217392035
RDX,0.12596348
FDX1,0.519309159
COLCA1,0.068485967
COLCA2,0.064714184
SIK2,0.151566452
PPP2R1B,0.090616145
FDXACB1,0.037736988
C11orf1,0.34270915
DLAT,0.106766871
C11orf57,0.151275221
TIMM8B,1.651880702
SDHD,0.895545583
IL18,1.837361199
PTS,0.727726356
TTC12,0.164430413
ZW10,0.084758472
USP28,0.035570722
C11orf71,0.056945976
RBM7,0.090178184
REXO2,0.485639278
NXPE1,1.531489134
NXPE4,0.347715186
NXPE2,0.078371644
ZNF259,0.108805012
APOA1,0.124180409
SIK3,0.395926964
