rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database
77,Signaling By MET R-HSA-6806834,8.353279782744114e-15,13.673839820359282,443.25286180542196,"['ITGB1', 'USP8', 'PTPN1', 'ITGA3', 'SHC1', 'SRC', 'DOCK7', 'STAT3', 'PTPN11', 'PIK3R1', 'CBL', 'PTK2', 'CRKL', 'PIK3CA', 'HGS', 'LRIG1', 'GRB2', 'HRAS', 'CRK', 'EPS15', 'PTPN2']",1.410293989294461e-13,Reactome_2022
78,FLT3 Signaling R-HSA-9607240,9.56490204868378e-15,27.559947299077734,889.6537302389462,"['STAT5A', 'STAT5B', 'SYK', 'PTPN11', 'PIK3R1', 'CBL', 'FOXO3', 'PIK3CA', 'AKT2', 'GRB10', 'ABL2', 'AKT1', 'CSK', 'GRB2', 'HRAS', 'SH2B3']",1.573971223201128e-13,Reactome_2022
79,Insulin Receptor Signaling Cascade R-HSA-74751,9.56490204868378e-15,27.559947299077734,889.6537302389462,"['IRS1', 'PDPK1', 'SHC1', 'INSR', 'PTPN11', 'PIK3R1', 'PIK3CA', 'AKT2', 'GRB10', 'MAPK1', 'GRB2', 'HRAS', 'FGFR3', 'FGFR2', 'MAPK3', 'FGFR1']",1.573971223201128e-13,Reactome_2022
80,MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,1.0175917827014865e-14,34.39184746877054,1108.0624203594878,"['MEF2A', 'JUN', 'MEF2C', 'DUSP3', 'FOS', 'MAPK14', 'PPP2CA', 'MAPK9', 'RPS6KA3', 'MAPK8', 'CREB1', 'RPS6KA1', 'MAPKAPK2', 'MAPK1', 'MAPK3']",1.6535866468899157e-13,Reactome_2022
81,Signaling By EGFR R-HSA-177929,1.4340870332018737e-14,16.44242876076872,524.1133159253452,"['SHC1', 'SRC', 'ADAM10', 'PTPN11', 'PIK3R1', 'PTPN12', 'CBL', 'EGFR', 'ADAM17', 'PIK3CA', 'HGS', 'ADAM12', 'LRIG1', 'CSK', 'GRB2', 'PLCG1', 'HRAS', 'EPS15', 'PAG1']",2.293846242029601e-13,Reactome_2022
82,Transcriptional Regulation By RUNX2 R-HSA-8878166,1.4468876295879023e-14,8.945663670015865,285.06946494886654,"['RB1', 'HDAC4', 'YAP1', 'GSK3B', 'HDAC3', 'SRC', 'NR3C1', 'HDAC6', 'CCND1', 'AKT2', 'ABL1', 'AKT1', 'MAPK1', 'SOX9', 'PPARGC1A', 'MAPK3', 'ESRRA', 'SMAD1', 'SMAD4', 'YES1', 'STAT1', 'RUNX1', 'PSMA5', 'BMP2', 'MAF', 'CDK4']",2.293846242029601e-13,Reactome_2022
83,Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793,2.4142145485840376e-14,15.783220675944333,494.88000080075443,"['SMAD2', 'SMAD4', 'SMAD3', 'PARP1', 'HDAC1', 'STAT1', 'USP9X', 'YBX1', 'SMAD7', 'NCOR2', 'CDK9', 'NCOR1', 'TFDP1', 'SNW1', 'MYC', 'EP300', 'MAPK1', 'E2F4', 'MAPK3']",3.781299895372589e-13,Reactome_2022
84,RUNX2 Regulates Bone Development R-HSA-8941326,3.7156445424989465e-14,53.46090373280943,1653.2056952112225,"['HDAC4', 'RB1', 'YAP1', 'SMAD1', 'SMAD4', 'HDAC3', 'YES1', 'SRC', 'HDAC6', 'MAF', 'ABL1', 'MAPK1', 'MAPK3']",5.750402268153132e-13,Reactome_2022
85,Signaling By NOTCH3 R-HSA-9012852,5.0344211332520455e-14,19.54906490649065,598.5902708176175,"['JAG2', 'CREBBP', 'NOTCH1', 'JAG1', 'MAML2', 'STAT1', 'ADAM10', 'YBX1', 'PSEN1', 'RBPJ', 'DLL1', 'EGFR', 'PBX1', 'DLL4', 'SNW1', 'EP300', 'MAML3']",7.699702909679599e-13,Reactome_2022
86,FCERI Mediated MAPK Activation R-HSA-2871796,5.5043526125524394e-14,28.13340505648198,858.9312032525735,"['LYN', 'MAP2K4', 'JUN', 'MAP3K1', 'SYK', 'SHC1', 'FOS', 'VAV2', 'MAPK9', 'MAPK8', 'MAPK1', 'GRB2', 'PLCG1', 'HRAS', 'MAPK3']",8.320533018974618e-13,Reactome_2022
87,Negative Regulation Of PI3K/AKT Network R-HSA-199418,6.169874219450805e-14,10.925619047619048,332.31923215647646,"['IRS1', 'SRC', 'INSR', 'PTEN', 'PIK3R3', 'PTPN11', 'PIK3R1', 'EGFR', 'PPP2CA', 'IRAK1', 'PIK3CA', 'ERBB3', 'AKT2', 'TRAF6', 'ERBB2', 'AKT1', 'MAPK1', 'GRB2', 'FGFR3', 'FGFR2', 'FGFR1', 'MAPK3']",9.219352281937983e-13,Reactome_2022
88,GPCR Downstream Signaling R-HSA-388396,8.182328675751594e-14,4.95190032534753,149.22162664917576,"['ITGB1', 'APP', 'ROCK1', 'SHC1', 'SRC', 'GNAI3', 'PIK3R3', 'CXCL1', 'PIK3R1', 'EGFR', 'GNAI1', 'GNAI2', 'PPP2CA', 'RPS6KA3', 'PPP3CA', 'PPP3CB', 'PPP3R1', 'PPP3CC', 'AKT2', 'RPS6KA1', 'MAPK1', 'AKT1', 'CAMK2G', 'HRAS', 'MAPK3', 'ANXA1', 'PRKCB', 'PDPK1', 'PRKCD', 'PRKCA', 'RHOA', 'VAV2', 'PPP1CA', 'CREB1', 'PIK3CA', 'LPAR5', 'GNAQ', 'PLXNB1', 'GRB2']",1.2087530998269402e-12,Reactome_2022
89,Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,9.1250110843415e-14,18.518394997394477,556.0179984371016,"['PTPN1', 'EPAS1', 'STAT3', 'NR3C1', 'CBL', 'HIF1A', 'RHOA', 'EGFR', 'SOCS3', 'CCND1', 'ERBB3', 'CDK4', 'ERBB2', 'AKT1', 'HRAS', 'CRK', 'BCAR1']",1.3328667876004438e-12,Reactome_2022
90,Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206,1.1182375568440272e-13,8.019390417457306,239.15307715086945,"['HDAC3', 'RORA', 'AHR', 'RXRB', 'RXRA', 'SIN3A', 'EP300', 'PPARGC1A', 'ESRRA', 'NCOA1', 'NCOA2', 'SREBF1', 'CREBBP', 'NFYA', 'NFYB', 'NCOA3', 'NFYC', 'NR1H2', 'NR1H3', 'SREBF2', 'NCOR2', 'NCOR1', 'THRAP3', 'PPARG', 'PPARA', 'CLOCK']",1.6152320265524836e-12,Reactome_2022
91,Signaling By GPCR R-HSA-372790,1.1331346091710752e-13,4.7715524235610465,142.23338549450455,"['ITGB1', 'APP', 'ROCK1', 'SHC1', 'SRC', 'GNAI3', 'PIK3R3', 'CXCL1', 'PIK3R1', 'EGFR', 'GNAI1', 'GNAI2', 'PPP2CA', 'RPS6KA3', 'PPP3CA', 'PPP3CB', 'PPP3R1', 'PPP3CC', 'AKT2', 'RPS6KA1', 'MAPK1', 'AKT1', 'CAMK2G', 'HRAS', 'MAPK3', 'ANXA1', 'PRKCB', 'PDPK1', 'FZD6', 'PRKCD', 'PRKCA', 'RHOA', 'VAV2', 'PPP1CA', 'CREB1', 'PIK3CA', 'LPAR5', 'GNAQ', 'PLXNB1', 'GRB2']",1.6187637273872503e-12,Reactome_2022
92,Interleukin-1 Family Signaling R-HSA-446652,1.5814711266122076e-13,7.093897858641042,209.09441783987722,"['APP', 'RELA', 'IKBKB', 'MAPK8', 'TBK1', 'IRAK1', 'CASP1', 'MAP3K8', 'IKBKG', 'BTRC', 'MAP3K7', 'MAP2K4', 'MAP2K1', 'SMAD3', 'CHUK', 'STAT3', 'PTPN11', 'PTPN12', 'NFKB1', 'NFKB2', 'NFKBIA', 'PSMA5', 'TRAF6', 'PTPN6', 'SQSTM1', 'TP53', 'PTPN2', 'NFKBIB']",2.23468746151725e-12,Reactome_2022
93,"Platelet Activation, Signaling And Aggregation R-HSA-76002",1.96299433303787e-13,5.933118510562119,173.5979165425881,"['APP', 'SHC1', 'SRC', 'GNAI3', 'PIK3R3', 'PIK3R1', 'PRKCZ', 'GNAI1', 'GNAI2', 'AKT1', 'MAPK1', 'CSK', 'MAPK3', 'LYN', 'PTPN1', 'SYK', 'PRKCB', 'PDPK1', 'PRKCD', 'PRKCA', 'PTPN11', 'MAPK14', 'PTK2', 'RHOA', 'VAV2', 'VEGFA', 'PIK3CA', 'GNAQ', 'GRB2', 'PTPN6', 'CRK', 'BCAR1']",2.7439705730636893e-12,Reactome_2022
94,Oxidative Stress Induced Senescence R-HSA-2559580,2.539646568770361e-13,11.879339783722253,344.5196383346361,"['MAP2K4', 'JUN', 'CDKN2A', 'FOS', 'MAPK14', 'MAPK9', 'MAPK8', 'TFDP1', 'CDK6', 'CDK4', 'MAPKAPK2', 'MDM2', 'E2F2', 'MAPK1', 'MAPKAPK5', 'E2F3', 'TP53', 'MAP4K4', 'MAPK3', 'EZH2']",3.5122771695760314e-12,Reactome_2022
95,Transcriptional Regulation By MECP2 R-HSA-8986944,2.795387788224488e-13,16.75153229608675,484.2136844124712,"['PTPN1', 'MEF2C', 'HDAC2', 'HDAC3', 'NOTCH1', 'HDAC1', 'PTEN', 'PRKCA', 'DLL1', 'NCOR2', 'CREB1', 'NCOR1', 'IRAK1', 'SIN3A', 'PPARG', 'SGK1', 'CAMK2G']",3.825267499675615e-12,Reactome_2022
96,Regulation Of TP53 Activity R-HSA-5633007,3.0127705169086867e-13,6.564199873497786,189.25078000745114,"['HDAC2', 'PRKAA1', 'PRKAA2', 'HDAC1', 'PRDM1', 'BRCA1', 'AURKA', 'PPP2CA', 'STK11', 'KAT5', 'AKT2', 'RBBP8', 'AKT1', 'EP300', 'PRMT5', 'TBP', 'PDPK1', 'CDKN2A', 'MAPK14', 'PRKAB1', 'MTOR', 'RAD50', 'KAT6A', 'MDM2', 'MAPKAPK5', 'ATM', 'SGK1', 'TP53', 'TAF1']",4.079793408313846e-12,Reactome_2022
97,Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400,3.1603015480812954e-13,28.82952755905512,829.7985261909298,"['GSK3B', 'GSK3A', 'CHUK', 'BAD', 'PDPK1', 'FOXO3', 'FOXO1', 'MTOR', 'NR4A1', 'CREB1', 'AKT2', 'RPS6KB2', 'MDM2', 'AKT1']",4.2354556829955506e-12,Reactome_2022
98,C-type Lectin Receptors (CLRs) R-HSA-5621481,3.3564011825345817e-13,7.175143843498274,206.0897687330373,"['SRC', 'RELA', 'RELB', 'IKBKB', 'PPP3CA', 'PPP3R1', 'PPP3CB', 'MUC1', 'EP300', 'IKBKG', 'BTRC', 'MAP3K7', 'HRAS', 'LYN', 'CREBBP', 'CHUK', 'SYK', 'PDPK1', 'PRKCD', 'NFATC3', 'NFATC2', 'PRKCA', 'NFKB1', 'NFKB2', 'NFKBIA', 'PSMA5', 'TRAF6']",4.452368915607098e-12,Reactome_2022
99,Leishmania Infection R-HSA-9658195,5.181360680390544e-13,6.687615016562385,189.18285491958352,"['SRC', 'GNAI3', 'GNAI1', 'RELA', 'GNAI2', 'MAPK8', 'ABL1', 'DVL2', 'CASP1', 'MAPK1', 'PLCG1', 'NCK1', 'MAPK3', 'LYN', 'JUN', 'YES1', 'SYK', 'PRKCA', 'MAPK14', 'PTK2', 'NFKB1', 'VAV2', 'NFKB2', 'ADAM17', 'CREB1', 'GRB2', 'CRK', 'NOX1']",6.803806954048189e-12,Reactome_2022
100,PPARA Activates Gene Expression R-HSA-1989781,6.820753077594476e-13,7.695437329861522,215.5771826915472,"['HDAC3', 'RORA', 'AHR', 'RXRB', 'RXRA', 'EP300', 'PPARGC1A', 'ESRRA', 'NCOA1', 'NCOA2', 'SREBF1', 'CREBBP', 'NFYA', 'NFYB', 'NCOA3', 'NFYC', 'NR1H2', 'NR1H3', 'SREBF2', 'NCOR2', 'NCOR1', 'THRAP3', 'PPARG', 'PPARA', 'CLOCK']",8.846233647593167e-12,Reactome_2022
101,Interleukin-2 Family Signaling R-HSA-451927,6.872843064668537e-13,26.206156048675734,733.9303492606034,"['STAT5A', 'STAT5B', 'SYK', 'SHC1', 'STAT1', 'STAT3', 'PIK3R3', 'PIK3R1', 'PIK3CA', 'PTK2B', 'GRB2', 'PTPN6', 'JAK2', 'JAK1']",8.846233647593167e-12,Reactome_2022
102,Pre-NOTCH Expression And Processing R-HSA-1912422,7.886652847577126e-13,15.291950064571674,426.16270708880455,"['NOTCH2', 'PRKCI', 'CREBBP', 'JUN', 'NOTCH1', 'MAML2', 'SIRT6', 'RBPJ', 'RUNX1', 'TFDP1', 'SNW1', 'CCND1', 'ELF3', 'EP300', 'E2F3', 'MAML3', 'TP53']",1.0051616374363003e-11,Reactome_2022
103,"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",1.1761582482498196e-12,10.656859740525078,292.73080473764094,"['IRS1', 'SRC', 'INSR', 'PIK3R3', 'PTPN11', 'PIK3R1', 'EGFR', 'PPP2CA', 'IRAK1', 'PIK3CA', 'ERBB3', 'TRAF6', 'ERBB2', 'AKT1', 'MAPK1', 'GRB2', 'FGFR3', 'FGFR2', 'FGFR1', 'MAPK3']",1.4844715754609374e-11,Reactome_2022
104,Signaling By FGFR3 R-HSA-5654741,1.4249211246043051e-12,24.02001312335958,655.1916077751996,"['SHC1', 'SRC', 'PTPN11', 'PIK3R1', 'CBL', 'PPP2CA', 'PIK3CA', 'MKNK1', 'MAPK1', 'GRB2', 'PLCG1', 'HRAS', 'FGFR3', 'MAPK3']",1.7693878285569594e-11,Reactome_2022
105,L1CAM Interactions R-HSA-373760,1.4291209384498517e-12,12.85960591133005,350.73239767576155,"['ITGB1', 'MAP2K1', 'MAP2K2', 'SRC', 'ANK3', 'EGFR', 'VAV2', 'RPS6KA4', 'RPS6KA3', 'SDCBP', 'NFASC', 'RPS6KA1', 'MAPK1', 'ITGAV', 'EPHB2', 'EZR', 'FGFR1', 'MAPK3']",1.7693878285569594e-11,Reactome_2022
106,Signaling By FGFR1 R-HSA-5654736,2.8318834405675793e-12,22.170199878861297,589.507368418138,"['SHC1', 'SRC', 'PTPN11', 'PIK3R1', 'CBL', 'PPP2CA', 'PIK3CA', 'MKNK1', 'MAPK1', 'GRB2', 'PLCG1', 'HRAS', 'MAPK3', 'FGFR1']",3.473064596922503e-11,Reactome_2022
107,Regulation Of IFNA/IFNB Signaling R-HSA-912694,3.246709330844976e-12,102.236328125,2704.496350396858,"['IFNAR2', 'SOCS3', 'PTPN1', 'STAT1', 'STAT2', 'PTPN11', 'PTPN6', 'TYK2', 'JAK1', 'IFNAR1']",3.944600121587354e-11,Reactome_2022
108,Regulation Of PTEN Gene Transcription R-HSA-8943724,3.3071509985654954e-12,12.027649769585253,317.9501281069532,"['HDAC5', 'EGR1', 'HDAC2', 'JUN', 'HDAC3', 'KDM1A', 'HDAC1', 'PTEN', 'MTOR', 'HDAC7', 'REST', 'MTA1', 'MAPK1', 'PPARG', 'TP53', 'MTA3', 'MAPK3', 'EZH2']",3.980829905680689e-11,Reactome_2022
109,Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638,4.315122088901926e-12,35.17310924369748,920.4414201284119,"['CREB1', 'XPO1', 'CCND1', 'SRF', 'AKT2', 'AKT1', 'MAPK1', 'FOS', 'FOXO3', 'EGFR', 'PTK2', 'MAPK3']",5.099689741429549e-11,Reactome_2022
110,Regulation Of Beta-Cell Development R-HSA-186712,4.315122088901926e-12,35.17310924369748,920.4414201284119,"['CREBBP', 'NOTCH1', 'NR5A2', 'SNW1', 'MAML2', 'AKT2', 'AKT1', 'EP300', 'HNF1A', 'MAML3', 'RBPJ', 'FOXO1']",5.099689741429549e-11,Reactome_2022
111,Interferon Signaling R-HSA-913531,4.54127635457352e-12,5.539687633718443,144.68452574028697,"['CIITA', 'SOCS3', 'TRIM25', 'PLCG1', 'JAK2', 'CAMK2G', 'EIF4E', 'JAK1', 'MAPK3', 'RANBP2', 'IFNAR2', 'EGR1', 'PTPN1', 'IFNGR1', 'STAT1', 'STAT2', 'PRKCD', 'EIF2AK2', 'PTPN11', 'TYK2', 'PIAS1', 'SMAD7', 'IRF3', 'IRF1', 'IRF2', 'IRF8', 'PTPN6', 'CD44', 'PTPN2', 'IFNAR1']",5.318611946797816e-11,Reactome_2022
112,Interferon Gamma Signaling R-HSA-877300,4.751471029454362e-12,9.661817844899472,251.90839170598056,"['PTPN1', 'CIITA', 'IFNGR1', 'STAT1', 'PRKCD', 'PTPN11', 'PIAS1', 'SMAD7', 'SOCS3', 'IRF3', 'IRF1', 'IRF2', 'TRIM25', 'IRF8', 'PTPN6', 'JAK2', 'CAMK2G', 'CD44', 'PTPN2', 'JAK1']",5.515100302045242e-11,Reactome_2022
113,Signaling By B Cell Receptor (BCR) R-HSA-983705,6.68430608769497e-12,7.160757314974182,184.2552990465521,"['LYN', 'CHUK', 'SYK', 'PRKCB', 'NFATC3', 'NFATC2', 'PIK3R1', 'NFKB1', 'RELA', 'NFKBIA', 'IKBKB', 'PSMA5', 'PPP3CA', 'PPP3R1', 'PPP3CB', 'REL', 'GRB2', 'PTPN6', 'IKBKG', 'BTRC', 'MAP3K7', 'HRAS', 'NFKBIB', 'NCK1']",7.689909658410142e-11,Reactome_2022
114,Signaling By CSF3 (G-CSF) R-HSA-9674555,8.316988730627545e-12,24.286479728522952,619.6141779378493,"['LYN', 'STAT5A', 'STAT5B', 'SYK', 'SHC1', 'STAT1', 'STAT3', 'PTPN11', 'TYK2', 'SOCS3', 'GRB2', 'JAK2', 'JAK1']",9.484285394575272e-11,Reactome_2022
115,DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928,8.711615037579453e-12,10.103889483611153,257.3093265857847,"['APP', 'HSP90AA1', 'CREBBP', 'MAP3K1', 'CHUK', 'RELA', 'NFKB1', 'NFKB2', 'IKBKB', 'NFKBIA', 'ITCH', 'TBK1', 'IRF3', 'TRAF6', 'EP300', 'TRIM25', 'IKBKG', 'IKBKE', 'NFKBIB']",9.845218680917811e-11,Reactome_2022
116,Integrin Signaling R-HSA-354192,8.784964361434354e-12,45.05909980430528,1147.1136369007986,"['PTPN1', 'SYK', 'SHC1', 'SRC', 'PDPK1', 'AKT1', 'CSK', 'GRB2', 'CRK', 'PTK2', 'BCAR1']",9.845218680917811e-11,Reactome_2022
117,Interleukin-6 Signaling R-HSA-1059683,1.1003067610708576e-11,183.68421052631578,4634.875582052261,"['SOCS3', 'STAT1', 'STAT3', 'PTPN11', 'TYK2', 'CBL', 'JAK2', 'IL6R', 'JAK1']",1.2225630678565085e-10,Reactome_2022
118,SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671,1.3392107478263807e-11,7.764881355932204,194.40433063766778,"['IFNAR2', 'RANBP2', 'BECN1', 'CREBBP', 'HSP90AA1', 'CHUK', 'STAT1', 'STAT2', 'PTPN11', 'TYK2', 'IKBKB', 'TBK1', 'IRAK1', 'IRF3', 'TRAF6', 'TRIM25', 'PTPN6', 'IKBKG', 'MAP3K7', 'IKBKE', 'IFNAR1', 'JAK1']",1.4719102184029838e-10,Reactome_2022
119,Regulation Of IFNG Signaling R-HSA-877312,1.3473639691535004e-11,68.15104166666667,1705.8400610317556,"['PTPN1', 'SOCS3', 'IFNGR1', 'STAT1', 'PTPN11', 'PTPN6', 'JAK2', 'PTPN2', 'PIAS1', 'JAK1']",1.4719102184029838e-10,Reactome_2022
120,IGF1R Signaling Cascade R-HSA-2428924,1.6582725975047973e-11,22.26047806155861,552.5642687047801,"['IRS1', 'PDPK1', 'SHC1', 'PTPN11', 'PIK3R1', 'IGF1R', 'PIK3CA', 'AKT2', 'GRB2', 'HRAS', 'FGFR3', 'FGFR2', 'FGFR1']",1.7816151874018486e-10,Reactome_2022
121,Signaling By Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) R-HSA-2404192,1.6582725975047973e-11,22.26047806155861,552.5642687047801,"['IRS1', 'PDPK1', 'SHC1', 'PTPN11', 'PIK3R1', 'IGF1R', 'PIK3CA', 'AKT2', 'GRB2', 'HRAS', 'FGFR3', 'FGFR2', 'FGFR1']",1.7816151874018486e-10,Reactome_2022
122,Oncogene Induced Senescence R-HSA-2559585,1.7989448279055165e-11,18.00812007874016,445.5431440417921,"['RB1', 'CDKN2A', 'ETS1', 'ETS2', 'CDK6', 'TFDP1', 'CDK4', 'ID1', 'MDM2', 'E2F2', 'MAPK1', 'E2F3', 'TP53', 'MAPK3']",1.9169084231780095e-10,Reactome_2022
123,Costimulation By CD28 Family R-HSA-388841,1.8226178953299188e-11,13.212332015810277,326.7166884841718,"['LYN', 'YES1', 'PDPK1', 'SRC', 'PIK3R3', 'PTPN11', 'PIK3R1', 'MTOR', 'PPP2CA', 'PIK3CA', 'AKT2', 'AKT1', 'MAP3K8', 'CSK', 'GRB2', 'PTPN6']",1.9263441170153612e-10,Reactome_2022
124,TRAF6 Mediated NF-kB Activation R-HSA-933542,2.306336684139744e-11,27.351633986928103,669.9174337598654,"['IKBKB', 'NFKBIA', 'APP', 'MAP3K1', 'CHUK', 'TRAF6', 'TRIM25', 'IKBKG', 'RELA', 'NFKB1', 'NFKB2', 'NFKBIB']",2.4083649386609437e-10,Reactome_2022
125,Cell Surface Interactions At Vascular Wall R-HSA-202733,2.315735517943215e-11,8.651228419654714,211.85741238512907,"['LYN', 'ITGB1', 'GRB7', 'YES1', 'SDC4', 'SHC1', 'ITGA3', 'SRC', 'CAV1', 'PTPN11', 'PIK3R1', 'CEACAM1', 'PIK3CA', 'SIRPA', 'GRB2', 'ITGAV', 'PTPN6', 'PLCG1', 'HRAS', 'CD44']",2.4083649386609437e-10,Reactome_2022
126,"FOXO-mediated Transcription Of Oxidative Stress, Metabolic And Neuronal Genes R-HSA-9615017",2.383085389259201e-11,37.545662100456624,918.3683965328402,"['SMAD2', 'SREBF1', 'HDAC2', 'SMAD4', 'SMAD3', 'HDAC1', 'SIN3A', 'FOXO3', 'NR3C1', 'PPARGC1A', 'FOXO1']",2.4393787449109934e-10,Reactome_2022
127,Platelet Aggregation (Plug Formation) R-HSA-76009,2.383085389259201e-11,37.545662100456624,918.3683965328402,"['PTPN1', 'SYK', 'SHC1', 'SRC', 'PDPK1', 'AKT1', 'CSK', 'GRB2', 'CRK', 'PTK2', 'BCAR1']",2.4393787449109934e-10,Reactome_2022
128,Signaling By ERBB4 R-HSA-1236394,2.5502168501000463e-11,14.722457030149338,359.11396479840096,"['YAP1', 'STAT5A', 'WWOX', 'SHC1', 'SRC', 'PIK3R1', 'PSEN1', 'EGFR', 'ADAM17', 'ITCH', 'NCOR1', 'PIK3CA', 'ERBB3', 'GRB2', 'HRAS']",2.5900639883828595e-10,Reactome_2022
129,Signaling By FGFR4 R-HSA-5654743,3.174091979066367e-11,20.546168958742633,496.671057031068,"['SHC1', 'SRC', 'PTPN11', 'PIK3R1', 'CBL', 'PPP2CA', 'PIK3CA', 'MKNK1', 'MAPK1', 'GRB2', 'PLCG1', 'HRAS', 'MAPK3']",3.198697343245176e-10,Reactome_2022
130,Signaling By Insulin Receptor R-HSA-74752,4.291817543208118e-11,12.231298492168058,291.9822026818273,"['IRS1', 'PDPK1', 'SHC1', 'INSR', 'PTPN11', 'PIK3R1', 'PIK3CA', 'AKT2', 'GRB10', 'MAPK1', 'GRB2', 'HRAS', 'FGFR3', 'FGFR2', 'MAPK3', 'FGFR1']",4.291817543208118e-10,Reactome_2022
131,Interleukin-20 Family Signaling R-HSA-8854691,4.516219847759851e-11,51.1083984375,1217.4409287286444,"['STAT5A', 'SOCS3', 'STAT5B', 'STAT1', 'STAT2', 'STAT3', 'PTPN11', 'TYK2', 'JAK2', 'JAK1']",4.447792274308944e-10,Reactome_2022
132,RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973,4.516219847759851e-11,51.1083984375,1217.4409287286444,"['RB1', 'YAP1', 'HDAC3', 'YES1', 'MAF', 'SRC', 'ABL1', 'MAPK1', 'HDAC6', 'MAPK3']",4.447792274308944e-10,Reactome_2022
133,RUNX3 Regulates NOTCH Signaling R-HSA-8941856,5.797624279997469e-11,91.83333333333333,2164.6023792835344,"['CREBBP', 'JAG1', 'NOTCH1', 'SNW1', 'MAML2', 'EP300', 'MAML3', 'RBPJ', 'RUNX3']",5.649744879534873e-10,Reactome_2022
134,Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,5.858567877391817e-11,19.076761156328935,449.4586195269108,"['TCF7L2', 'CREBBP', 'TLE1', 'TRRAP', 'HDAC1', 'LEF1', 'TCF7', 'RUNX3', 'SMARCA4', 'KAT5', 'MYC', 'EP300', 'CTNNB1']",5.649744879534873e-10,Reactome_2022
135,Signaling By ERBB2 In Cancer R-HSA-1227990,5.867042759516984e-11,32.17892088342186,758.1059421114367,"['HSP90AA1', 'ERBB3', 'PIK3CA', 'SHC1', 'ERBB2', 'GRB2', 'PIK3R1', 'PLCG1', 'PTPN12', 'HRAS', 'EGFR']",5.649744879534873e-10,Reactome_2022
136,Post NMDA Receptor Activation Events R-HSA-438064,8.875495689953686e-11,15.160381268130957,350.88917475000125,"['PRKAA1', 'PRKAA2', 'PDPK1', 'SRC', 'PRKCA', 'PRKAB1', 'RPS6KA3', 'CREB1', 'RPS6KA1', 'MAPK1', 'CAMK1', 'HRAS', 'CAMK2G', 'MAPK3']",8.4839297036322e-10,Reactome_2022
137,NGF-stimulated Transcription R-HSA-9031628,9.720870774318969e-11,22.37433155080214,515.8214378712482,"['EGR1', 'REST', 'JUND', 'CREB1', 'SRF', 'TCF12', 'ID1', 'EP300', 'ID3', 'FOS', 'SGK1', 'MEF2D']",9.157342033778738e-10,Reactome_2022
138,Signaling By FGFR1 In Disease R-HSA-5655302,9.720870774318969e-11,22.37433155080214,515.8214378712482,"['STAT5A', 'STAT5B', 'ZMYM2', 'CUX1', 'PIK3CA', 'STAT1', 'STAT3', 'GRB2', 'PIK3R1', 'PLCG1', 'HRAS', 'FGFR1']",9.157342033778738e-10,Reactome_2022
139,Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,1.0466396919361769e-10,17.803274394237064,409.1239846519792,"['SMAD2', 'SMAD4', 'SMAD3', 'PARP1', 'HDAC1', 'STAT1', 'USP9X', 'SMAD7', 'NCOR2', 'NCOR1', 'SNW1', 'MAPK1', 'MAPK3']",9.788716543287985e-10,Reactome_2022
140,SARS-CoV-2 Infection R-HSA-9694516,1.196195514552885e-10,4.108886607346566,93.87451943251595,"['RB1', 'GSK3B', 'BECN1', 'DDX5', 'VCP', 'GSK3A', 'SDC4', 'ZDHHC5', 'IKBKB', 'TBK1', 'IRAK1', 'YWHAQ', 'AKT2', 'AKT1', 'TRIM25', 'IKBKG', 'IKBKE', 'MAP3K7', 'VPS39', 'JAK1', 'RANBP2', 'IFNAR2', 'CREBBP', 'HSP90AA1', 'CHUK', 'STAT1', 'PDPK1', 'STAT2', 'CAV1', 'PTPN11', 'TYK2', 'IRF3', 'TRAF6', 'PTPN6', 'IFNAR1']",1.1107529777991077e-09,Reactome_2022
141,FOXO-mediated Transcription Of Cell Death Genes R-HSA-9614657,1.2975438093491167e-10,40.8828125,930.7126733164315,"['CREBBP', 'STK11', 'NFYA', 'BCL6', 'NFYB', 'NFYC', 'DDIT3', 'EP300', 'FOXO3', 'FOXO1']",1.1963169873431574e-09,Reactome_2022
142,Signaling By Erythropoietin R-HSA-9006335,1.3341099306279904e-10,28.15386497064579,640.1509423056361,"['LYN', 'STAT5A', 'STAT5B', 'PIK3CA', 'SHC1', 'GRB2', 'PIK3R1', 'PLCG1', 'JAK2', 'HRAS', 'CRKL']",1.2213682463495686e-09,Reactome_2022
